     (m),     (m),   (hPa),    (°C),     (%),(ug/m^3),(ug/m^3),(ug/m^3),   (m/s),     (°),     (K),    (°C),  (g/kg),  (g/kg),     (K),     (K),   (ppb),   (ppm),   (ppb),   (ppb),   (ppm),   (ppb),   (ppm)
   622.5,   670.5,  943.46,   16.82,   96.26,      29,      52,      66,    3.78,  206.10,  294.84,   16.22,   12.15,   12.30,  292.12,  297.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   627.5,   675.5,  942.77,   16.78,   96.38,      29,      52,      66,    3.84,  205.87,  294.86,   16.20,   12.14,   12.29,  292.08,  297.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   632.5,   680.5,  942.29,   16.74,   96.49,      29,      52,      66,    3.88,  205.63,  294.86,   16.18,   12.13,   12.28,  292.03,  297.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   637.5,   685.5,  941.66,   16.71,   96.55,      29,      52,      66,    3.92,  204.61,  294.89,   16.16,   12.12,   12.27,  292.00,  297.07,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   642.5,   690.5,  940.94,   16.67,   96.63,      29,      52,      66,    3.96,  204.21,  294.91,   16.13,   12.11,   12.26,  291.96,  297.09,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   647.5,   695.5,  940.34,   16.63,   96.70,      29,      52,      66,    3.99,  203.83,  294.92,   16.10,   12.10,   12.24,  291.91,  297.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   652.5,   700.5,  939.93,   16.60,   96.74,      29,      52,      66,    4.01,  203.27,  294.93,   16.08,   12.08,   12.23,  291.88,  297.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   657.5,   705.5,  939.32,   16.56,   96.77,      29,      52,      66,    4.04,  202.43,  294.94,   16.04,   12.06,   12.21,  291.84,  297.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   662.5,   710.5,  938.70,   16.52,   96.78,      28,      50,      63,    4.07,  201.77,  294.96,   16.00,   12.04,   12.19,  291.80,  297.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   667.5,   715.5,  938.28,   16.49,   96.78,      28,      49,      60,    4.10,  201.39,  294.97,   15.98,   12.03,   12.17,  291.77,  297.13,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   672.5,   720.5,  937.67,   16.45,   96.75,      27,      47,      57,    4.15,  200.84,  294.98,   15.93,   12.00,   12.15,  291.72,  297.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   677.5,   725.5,  937.08,   16.42,   96.69,      26,      46,      56,    4.20,  200.27,  295.00,   15.89,   11.98,   12.12,  291.68,  297.16,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   682.5,   730.5,  936.68,   16.40,   96.64,      26,      46,      55,    4.24,  199.91,  295.01,   15.86,   11.96,   12.10,  291.66,  297.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   687.5,   735.5,  936.09,   16.37,   96.54,      25,      44,      53,    4.31,  198.82,  295.04,   15.81,   11.93,   12.07,  291.62,  297.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   692.5,   740.5,  935.50,   16.34,   96.41,      23,      42,      51,    4.37,  197.79,  295.06,   15.76,   11.90,   12.04,  291.59,  297.20,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   697.5,   745.5,  934.93,   16.31,   96.26,      22,      40,      48,    4.51,  196.24,  295.09,   15.71,   11.87,   12.01,  291.56,  297.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   702.5,   750.5,  934.34,   16.29,   96.08,      22,      39,      46,    4.59,  195.86,  295.12,   15.66,   11.84,   11.98,  291.53,  297.25,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   707.5,   755.5,  933.94,   16.28,   95.94,      22,      38,      45,    4.64,  195.61,  295.14,   15.63,   11.82,   11.96,  291.51,  297.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   712.5,   760.5,  933.34,   16.26,   95.72,      21,      36,      42,    4.70,  194.99,  295.18,   15.57,   11.78,   11.92,  291.49,  297.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   717.5,   765.5,  932.71,   16.25,   95.47,      20,      35,      40,    4.75,  194.40,  295.22,   15.52,   11.75,   11.89,  291.47,  297.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   722.5,   770.5,  932.22,   16.24,   95.30,      19,      34,      38,    4.78,  194.20,  295.26,   15.48,   11.73,   11.87,  291.46,  297.37,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   727.5,   775.5,  931.69,   16.23,   95.11,      18,      32,      36,    4.81,  194.01,  295.30,   15.45,   11.71,   11.85,  291.45,  297.41,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   732.5,   780.5,  931.17,   16.23,   94.92,      16,      30,      33,    4.83,  193.83,  295.34,   15.41,   11.69,   11.82,  291.44,  297.44,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   737.5,   785.5,  930.62,   16.22,   94.61,      15,      29,      31,    4.88,  193.55,  295.38,   15.35,   11.65,   11.79,  291.42,  297.48,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   742.5,   790.5,  930.20,   16.21,   94.30,      15,      29,      31,    4.96,  193.28,  295.41,   15.29,   11.61,   11.75,  291.41,  297.51,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   747.5,   795.5,  929.58,   16.21,   94.08,      14,      28,      29,    5.05,  192.86,  295.47,   15.25,   11.59,   11.73,  291.41,  297.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   752.5,   800.5,  928.97,   16.21,   93.74,      14,      27,      28,    5.08,  192.79,  295.52,   15.20,   11.56,   11.69,  291.40,  297.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   757.5,   805.5,  928.37,   16.20,   93.27,      13,      25,      26,    5.12,  192.70,  295.57,   15.12,   11.50,   11.64,  291.39,  297.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   762.5,   810.5,  927.77,   16.20,   92.91,      13,      24,      25,    5.15,  192.64,  295.63,   15.05,   11.47,   11.60,  291.38,  297.69,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   767.5,   815.5,  927.18,   16.20,   92.67,      12,      24,      25,    5.23,  192.28,  295.68,   15.01,   11.44,   11.58,  291.37,  297.74,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   772.5,   820.5,  926.72,   16.21,   92.29,      12,      24,      25,    5.32,  191.91,  295.72,   14.95,   11.40,   11.54,  291.37,  297.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   777.5,   825.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   782.5,   830.5,  925.92,   16.21,   91.91,      11,      22,      23,    5.42,  191.77,  295.80,   14.89,   11.37,   11.50,  291.37,  297.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   787.5,   835.5,  925.23,   16.21,   91.65,      10,      20,      22,    5.46,  191.40,  295.87,   14.85,   11.35,   11.48,  291.37,  297.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   792.5,   840.5,  924.66,   16.22,   91.38,      10,      19,      21,    5.50,  191.04,  295.92,   14.81,   11.33,   11.46,  291.37,  297.97,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   797.5,   845.5,  924.15,   16.23,   90.97,      10,      19,      20,    5.53,  190.80,  295.98,   14.75,   11.29,   11.42,  291.37,  298.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   802.5,   850.5,  923.56,   16.25,   90.40,      10,      18,      19,    5.57,  190.49,  296.06,   14.67,   11.24,   11.37,  291.38,  298.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   807.5,   855.5,  923.01,   16.27,   89.96,      10,      17,      18,    5.61,  190.36,  296.12,   14.61,   11.20,   11.33,  291.39,  298.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   812.5,   860.5,  922.41,   16.29,   89.49,       9,      16,      17,    5.67,  190.28,  296.20,   14.56,   11.17,   11.29,  291.41,  298.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   817.5,   865.5,  921.83,   16.32,   89.02,       8,      15,      16,    5.80,  189.71,  296.28,   14.50,   11.13,   11.26,  291.43,  298.30,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   822.5,   870.5,  921.44,   16.34,   88.69,       8,      15,      16,    5.86,  189.35,  296.34,   14.46,   11.11,   11.24,  291.45,  298.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   827.5,   875.5,  920.86,   16.37,   88.18,       8,      15,      16,    6.01,  188.41,  296.43,   14.41,   11.08,   11.20,  291.48,  298.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   832.5,   880.5,  920.25,   16.41,   87.67,       8,      15,      16,    6.19,  187.04,  296.52,   14.35,   11.05,   11.17,  291.51,  298.52,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   837.5,   885.5,  919.84,   16.43,   87.31,       8,      15,      16,    6.30,  186.28,  296.59,   14.32,   11.03,   11.15,  291.53,  298.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   842.5,   890.5,  919.28,   16.47,   86.78,       8,      15,      16,    6.62,  185.07,  296.68,   14.26,   11.00,   11.12,  291.57,  298.67,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   847.5,   895.5,  918.71,   16.52,   86.24,       8,      15,      16,    6.74,  184.86,  296.78,   14.21,   10.96,   11.09,  291.61,  298.76,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   852.5,   900.5,  918.27,   16.55,   85.87,       8,      15,      16,    6.82,  184.72,  296.85,   14.17,   10.94,   11.07,  291.63,  298.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   857.5,   905.5,  917.72,   16.58,   85.51,       8,      15,      16,    6.99,  184.75,  296.93,   14.14,   10.93,   11.05,  291.66,  298.91,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   862.5,   910.5,  916.99,   16.62,   84.97,       8,      15,      16,    7.20,  184.70,  297.04,   14.08,   10.89,   11.01,  291.70,  299.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   867.5,   915.5,  916.52,   16.66,   84.43,       8,      15,      16,    7.31,  184.49,  297.13,   14.02,   10.86,   10.98,  291.73,  299.10,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   872.5,   920.5,  916.06,   16.70,   83.91,       7,      15,      15,    7.43,  184.30,  297.21,   13.97,   10.83,   10.95,  291.77,  299.18,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   877.5,   925.5,  915.43,   16.74,   83.40,       7,      15,      15,    7.53,  184.14,  297.31,   13.91,   10.79,   10.91,  291.80,  299.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   882.5,   930.5,  914.92,   16.76,   83.07,       6,      14,      14,    7.60,  184.04,  297.38,   13.87,   10.77,   10.89,  291.82,  299.34,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   887.5,   935.5,  914.41,   16.79,   82.74,       6,      14,      14,    7.66,  183.95,  297.45,   13.83,   10.75,   10.87,  291.84,  299.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   892.5,   940.5,  913.85,   16.81,   82.28,       6,      14,      14,    7.78,  183.70,  297.53,   13.77,   10.72,   10.83,  291.86,  299.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   897.5,   945.5,  913.34,   16.84,   81.70,       6,      14,      14,    7.99,  183.22,  297.61,   13.69,   10.66,   10.78,  291.88,  299.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   902.5,   950.5,  912.77,   16.85,   81.31,       6,      14,      14,    8.09,  183.16,  297.67,   13.63,   10.63,   10.74,  291.88,  299.60,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   907.5,   955.5,  912.27,   16.86,   81.06,       6,      14,      14,    8.16,  183.13,  297.72,   13.58,   10.60,   10.72,  291.88,  299.65,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   912.5,   960.5,  911.66,   16.86,   80.83,       7,      13,      13,    8.29,  182.78,  297.78,   13.54,   10.58,   10.70,  291.88,  299.70,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   917.5,   965.5,  911.21,   16.85,   80.53,       7,      13,      13,    8.39,  183.02,  297.81,   13.48,   10.54,   10.65,  291.86,  299.73,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   922.5,   970.5,  910.53,   16.84,   80.26,       6,      12,      12,    8.49,  183.74,  297.86,   13.41,   10.51,   10.62,  291.84,  299.77,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   927.5,   975.5,  910.09,   16.81,   80.03,       5,      10,      10,    8.48,  184.03,  297.88,   13.35,   10.47,   10.58,  291.81,  299.78,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   932.5,   980.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   937.5,   985.5,  909.07,   16.77,   79.79,       5,       9,      10,    8.45,  184.10,  297.94,   13.26,   10.42,   10.53,  291.77,  299.83,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   942.5,   990.5,  908.43,   16.74,   79.65,       4,       8,       8,    8.40,  183.90,  297.96,   13.20,   10.38,   10.49,  291.72,  299.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   947.5,   995.5,  908.05,   16.71,   79.57,       4,       7,       7,    8.37,  183.76,  297.97,   13.16,   10.36,   10.47,  291.69,  299.85,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   952.5,  1000.5,  907.46,   16.67,   79.49,       4,       6,       7,    8.33,  184.01,  297.98,   13.10,   10.33,   10.44,  291.64,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   957.5,  1005.5,  906.89,   16.62,   79.43,       4,       6,       7,    8.30,  184.26,  297.99,   13.04,   10.30,   10.41,  291.59,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   962.5,  1010.5,  906.51,   16.59,   79.41,       4,       5,       8,    8.26,  184.46,  297.99,   13.01,   10.28,   10.39,  291.56,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   967.5,  1015.5,  905.90,   16.54,   79.40,       5,       6,       9,    8.26,  185.01,  298.00,   12.96,   10.25,   10.36,  291.50,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   972.5,  1020.5,  905.30,   16.49,   79.41,       5,       6,       9,    8.27,  185.36,  298.00,   12.92,   10.23,   10.34,  291.45,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   977.5,  1025.5,  904.92,   16.46,   79.44,       4,       6,       9,    8.28,  185.53,  298.01,   12.89,   10.22,   10.32,  291.42,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   982.5,  1030.5,  904.36,   16.41,   79.49,       4,       6,       9,    8.35,  186.03,  298.01,   12.85,   10.20,   10.30,  291.36,  299.86,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   987.5,  1035.5,  903.77,   16.37,   79.56,       4,       6,       9,    8.45,  186.66,  298.02,   12.82,   10.18,   10.29,  291.31,  299.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   992.5,  1040.5,  903.34,   16.33,   79.61,       4,       5,       8,    8.49,  186.96,  298.02,   12.80,   10.17,   10.28,  291.28,  299.87,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
   997.5,  1045.5,  902.76,   16.29,   79.71,       4,       5,       8,    8.53,  186.99,  298.03,   12.77,   10.16,   10.27,  291.23,  299.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1002.5,  1050.5,  902.20,   16.24,   79.83,       4,       6,       8,    8.57,  187.02,  298.04,   12.75,   10.16,   10.26,  291.18,  299.88,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1007.5,  1055.5,  901.62,   16.20,   79.96,       4,       6,       8,    8.62,  187.04,  298.05,   12.73,   10.15,   10.25,  291.14,  299.89,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1012.5,  1060.5,  901.02,   16.15,   80.11,       4,       5,       7,    8.69,  187.03,  298.06,   12.72,   10.15,   10.25,  291.09,  299.90,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1017.5,  1065.5,  900.53,   16.13,   80.22,       4,       5,       7,    8.73,  187.02,  298.07,   12.71,   10.15,   10.25,  291.07,  299.92,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1022.5,  1070.5,  899.98,   16.10,   80.33,       4,       6,       7,    8.90,  187.07,  298.10,   12.71,   10.15,   10.25,  291.04,  299.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1027.5,  1075.5,  899.52,   16.06,   80.50,       4,       5,       6,    9.05,  187.26,  298.10,   12.70,   10.15,   10.25,  291.00,  299.94,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1032.5,  1080.5,  898.74,   16.01,   80.69,       4,       6,       6,    9.29,  187.41,  298.13,   12.69,   10.16,   10.26,  290.96,  299.98,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1037.5,  1085.5,  898.24,   15.99,   80.82,       4,       6,       6,    9.35,  187.52,  298.15,   12.69,   10.16,   10.26,  290.93,  300.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1042.5,  1090.5,  897.84,   15.96,   80.96,       4,       6,       6,    9.41,  187.61,  298.16,   12.69,   10.16,   10.27,  290.90,  300.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1047.5,  1095.5,  897.42,   15.92,   81.17,       4,       6,       6,    9.49,  187.86,  298.16,   12.69,   10.17,   10.27,  290.86,  300.01,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1052.5,  1100.5,  896.94,   15.87,   81.45,       5,       7,       7,    9.60,  188.33,  298.15,   12.69,   10.18,   10.28,  290.81,  300.00,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1057.5,  1105.5,  896.30,   15.83,   81.67,       5,       7,       7,    9.62,  188.37,  298.17,   12.70,   10.18,   10.29,  290.77,  300.02,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1062.5,  1110.5,  895.86,   15.80,   81.82,       5,       7,       7,    9.64,  188.40,  298.18,   12.70,   10.19,   10.30,  290.75,  300.04,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1067.5,  1115.5,  895.41,   15.78,   81.97,       6,       8,       8,    9.65,  188.43,  298.20,   12.70,   10.20,   10.30,  290.72,  300.05,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1072.5,  1120.5,  894.75,   15.74,   82.19,       6,       8,       8,    9.68,  188.47,  298.22,   12.71,   10.21,   10.31,  290.69,  300.08,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1077.5,  1125.5,  894.09,   15.70,   82.41,       6,       8,       8,    9.70,  188.51,  298.25,   12.71,   10.22,   10.32,  290.65,  300.11,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1082.5,  1130.5,  893.66,   15.68,   82.55,       6,       8,       8,    9.72,  188.54,  298.26,   12.71,   10.23,   10.33,  290.63,  300.12,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1087.5,  1135.5,  893.28,   15.65,   82.69,       6,       8,       8,    9.74,  188.60,  298.28,   12.71,   10.23,   10.34,  290.60,  300.14,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1092.5,  1140.5,  892.73,   15.61,   82.90,       6,       7,       7,    9.81,  188.60,  298.29,   12.72,   10.24,   10.35,  290.57,  300.15,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1097.5,  1145.5,  892.16,   15.58,   83.11,       5,       6,       6,    9.87,  188.64,  298.31,   12.72,   10.25,   10.35,  290.53,  300.17,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1102.5,  1150.5,  891.57,   15.54,   83.31,       5,       6,       6,    9.90,  188.81,  298.33,   12.72,   10.26,   10.36,  290.50,  300.19,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1107.5,  1155.5,  890.99,   15.51,   83.50,       5,       6,       6,    9.95,  189.16,  298.34,   12.72,   10.26,   10.37,  290.46,  300.21,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1112.5,  1160.5,  890.61,   15.48,   83.63,       5,       5,       6,    9.99,  189.44,  298.36,   12.72,   10.27,   10.37,  290.44,  300.22,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1117.5,  1165.5,  890.05,   15.45,   83.82,       4,       4,       5,   10.03,  190.02,  298.37,   12.72,   10.27,   10.38,  290.41,  300.24,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1122.5,  1170.5,  889.48,   15.41,   84.00,       4,       4,       5,   10.04,  190.52,  298.39,   12.72,   10.28,   10.38,  290.37,  300.26,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1127.5,  1175.5,  889.11,   15.39,   84.12,       3,       3,       5,   10.03,  191.34,  298.40,   12.72,   10.28,   10.39,  290.35,  300.27,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1132.5,  1180.5,  888.54,   15.35,   84.29,       3,       3,       5,   10.02,  191.39,  298.42,   12.72,   10.29,   10.39,  290.31,  300.29,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1137.5,  1185.5,  887.96,   15.32,   84.47,       3,       3,       5,   10.02,  191.44,  298.44,   12.71,   10.29,   10.40,  290.28,  300.31,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1142.5,  1190.5,  887.57,   15.29,   84.58,       3,       3,       5,   10.02,  191.31,  298.45,   12.71,   10.29,   10.40,  290.26,  300.33,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1147.5,  1195.5,  886.93,   15.26,   84.75,       4,       4,       6,   10.02,  191.12,  298.48,   12.71,   10.30,   10.41,  290.22,  300.35,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1152.5,  1200.5,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1157.5,  1205.5,  885.96,   15.21,   84.98,       4,       4,       6,   10.04,  191.42,  298.52,   12.70,   10.31,   10.41,  290.17,  300.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1162.5,  1210.5,  885.43,   15.16,   85.22,       2,       3,       5,   10.09,  191.91,  298.52,   12.70,   10.31,   10.42,  290.13,  300.40,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1167.5,  1215.5,  884.90,   15.13,   85.40,       2,       3,       5,   10.11,  192.22,  298.53,   12.69,   10.31,   10.42,  290.09,  300.41,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1172.5,  1220.5,  884.42,   15.10,   85.53,       2,       3,       5,   10.12,  192.43,  298.55,   12.69,   10.32,   10.42,  290.06,  300.43,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1177.5,  1225.5,  883.78,   15.07,   85.65,       4,       4,       6,   10.18,  192.99,  298.59,   12.69,   10.32,   10.43,  290.04,  300.47,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1182.5,  1230.5,  883.28,   15.05,   85.78,       4,       4,       6,   10.18,  193.07,  298.61,   12.68,   10.32,   10.43,  290.01,  300.49,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1187.5,  1235.5,  882.89,   15.02,   85.91,       3,       4,       5,   10.18,  193.15,  298.62,   12.68,   10.33,   10.43,  289.99,  300.50,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1192.5,  1240.5,  882.31,   14.98,   86.10,       3,       3,       5,   10.18,  193.28,  298.63,   12.67,   10.33,   10.44,  289.94,  300.51,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1197.5,  1245.5,  881.72,   14.94,   86.30,       2,       3,       4,   10.19,  193.40,  298.65,   12.67,   10.33,   10.44,  289.90,  300.53,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1202.5,  1250.5,  881.33,   14.91,   86.44,       2,       3,       4,   10.19,  193.48,  298.65,   12.66,   10.33,   10.44,  289.87,  300.54,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1207.5,  1255.5,  880.74,   14.86,   86.64,       2,       3,       4,   10.21,  193.63,  298.66,   12.65,   10.33,   10.44,  289.83,  300.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1212.5,  1260.5,  880.15,   14.81,   86.85,       2,       4,       4,   10.23,  193.78,  298.67,   12.64,   10.33,   10.44,  289.78,  300.55,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1217.5,  1265.5,  879.76,   14.78,   86.99,       3,       4,       4,   10.24,  193.89,  298.68,   12.64,   10.33,   10.44,  289.75,  300.56,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1222.5,  1270.5,  879.18,   14.73,   87.19,       3,       4,       4,   10.26,  194.04,  298.68,   12.62,   10.33,   10.44,  289.70,  300.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1227.5,  1275.5,  878.64,   14.69,   87.39,       3,       4,       4,   10.31,  194.79,  298.69,   12.61,   10.33,   10.44,  289.65,  300.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1232.5,  1280.5,  878.10,   14.64,   87.58,       4,       6,       6,   10.30,  195.21,  298.69,   12.60,   10.33,   10.43,  289.60,  300.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1237.5,  1285.5,  877.53,   14.59,   87.76,       4,       6,       6,   10.30,  195.54,  298.69,   12.58,   10.32,   10.43,  289.55,  300.57,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1242.5,  1290.5,  877.14,   14.56,   87.88,       4,       6,       6,   10.30,  195.74,  298.70,   12.57,   10.32,   10.43,  289.52,  300.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
  1247.5,  1295.5,  876.56,   14.51,   88.04,       4,       5,       5,   10.31,  196.04,  298.70,   12.55,   10.31,   10.42,  289.47,  300.58,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN
